date,temp,humidity
13-04-2022 19:58:59,16.5,97.0
13-04-2022 19:59:10,16.5,97.0
13-04-2022 19:59:20,16.5,97.0
13-04-2022 19:59:31,16.5,97.0
13-04-2022 19:59:41,16.5,97.0
13-04-2022 19:59:52,16.5,97.0
13-04-2022 20:00:02,16.5,97.0
13-04-2022 20:00:13,16.5,97.0
13-04-2022 20:00:23,16.5,97.0
13-04-2022 20:00:34,16.5,97.0
13-04-2022 20:00:44,16.5,97.0
13-04-2022 20:00:55,16.5,97.0
13-04-2022 20:01:05,16.5,97.0
13-04-2022 20:01:15,16.5,97.0
13-04-2022 20:01:26,16.5,97.0
13-04-2022 20:01:36,16.5,97.0
13-04-2022 20:01:47,16.5,97.0
13-04-2022 20:01:57,16.5,97.0
13-04-2022 20:02:08,16.5,97.0
13-04-2022 20:02:18,16.5,97.0
13-04-2022 20:02:28,16.5,97.0
13-04-2022 20:02:39,16.5,97.0
13-04-2022 20:02:49,16.5,97.0
13-04-2022 20:03:00,16.5,97.0
13-04-2022 20:03:10,16.5,97.0
13-04-2022 20:03:21,16.5,97.0
13-04-2022 20:03:31,16.5,97.0
13-04-2022 20:03:41,16.5,97.0
13-04-2022 20:03:52,16.5,97.0
13-04-2022 20:04:02,16.5,97.0
13-04-2022 20:04:13,16.5,97.0
13-04-2022 20:04:23,16.5,97.0
13-04-2022 20:04:34,16.5,97.0
13-04-2022 20:06:01,16.5,97.0
13-04-2022 20:06:32,16.5,97.0
13-04-2022 20:07:02,16.5,97.0
13-04-2022 20:07:33,16.5,97.0
13-04-2022 20:08:03,16.5,97.0
13-04-2022 20:08:34,16.5,97.0
13-04-2022 20:09:04,16.5,97.0
13-04-2022 20:09:35,16.5,97.0
13-04-2022 20:10:05,16.5,97.0
13-04-2022 20:10:36,16.5,97.0
13-04-2022 20:11:06,16.5,97.0
13-04-2022 20:11:36,16.5,97.0
13-04-2022 20:12:07,16.5,97.0
13-04-2022 20:12:37,16.5,97.0
13-04-2022 20:13:08,16.5,97.0
13-04-2022 20:13:38,16.5,97.0
13-04-2022 20:14:08,16.5,97.0
13-04-2022 20:14:39,16.5,97.0
13-04-2022 20:15:10,16.5,97.0
13-04-2022 20:15:40,16.5,97.0
13-04-2022 20:16:10,16.5,97.0
13-04-2022 20:16:41,16.5,97.0
13-04-2022 20:17:11,16.5,97.0
13-04-2022 20:17:42,16.5,97.0
